,"name","specie","esd","opt","type","group","kingdom","phylum","class","order","family","genus"
"528","Ophiodon elongatus","Ophiodon elongatus",8524.73105019138,302.913039638456,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Hexagrammidae","Ophiodon"
"529","Ophionotus victoriae","Ophionotus victoriae",15366.8549839116,12807.5095273809,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophionotus"
"53","anthotoe spp.","anthotoe spp.",26730.0923514395,12302.7443017902,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Sagartiidae","Anthothoe"
"530","Ophioperla ludwigi","Ophioperla ludwigi",14511.3267143912,17276.4714689092,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiopyrgidae","Ophioperla"
"531","Ophiosparte gigas","Ophiosparte gigas",24285.9006300528,13540.9222154214,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiopyrgidae","Ophiosparte"
"532","Ophiurolepis brevirima","Ophiurolepis brevirima",9291.45132338793,12066.9191157628,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiurolepis"
"533","Ophiurolepis gelida","Ophiurolepis gelida",8116.83036515993,13184.4153010177,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Ophiurida","Ophiuridae","Ophiurolepis"
"534","Orcinus orca","Orcinus orca",724992.965278222,2673009.23514395,"Mammal","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Delphinidae","Orcinus"
"535","Orthocyclops modestus","Orthocyclops modestus",394.716925873423,74.3270014464835,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"536","Ostrea edulis","Ostrea edulis",208,3.6,"Meroplankton","Invertebrate","Animalia","Mollusca","Bivalvia","Ostreida","Ostreidae","Ostrea"
"537","Otaria flavescens","Otaria flavescens",4939319.57366866,72499.2965278222,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Otaria"
"538","Ovalipes ocellatus","Ovalipes ocellatus",32333.9092213698,6703.40587114067,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Ovalipidae","Ovalipes"
"539","Oxyrrhis marina","Oxyrrhis marina",15.6,9.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis"
"54","Aphrodite aculeata","Aphrodite aculeata",10666.69470961,8963.90997547056,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Aphroditidae","Aphrodite"
"540","Oxyrrhis marina","Oxyrrhis marina",15.6,11.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis"
"541","Pachygrapsus marmoratus","Pachygrapsus marmoratus",13712.3444920225,7243.55037414083,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus"
"542","Pachygrapsus transversus","Pachygrapsus transversus",13471.122407685,10165.3270484286,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Grapsidae","Pachygrapsus"
"543","Pagurus bernhardus","Pagurus bernhardus",2673.00923514395,2673.00923514395,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus"
"544","Pagurus pubescens","Pagurus pubescens",5115.38219734394,4592.14224936319,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Paguridae","Pagurus"
"545","Palaemon elegans","Palaemon elegans",10165.3270484286,6592.20765050887,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon"
"546","Palaemon longirostris","Palaemon longirostris",6635.86592713814,6488.02435859126,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon"
"547","Palaemon northropi","Palaemon northropi",7969.21879486843,7107.54703422535,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon"
"548","Palaemon serratus","Palaemon serratus",2673.00923514395,2673.00923514395,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemon"
"549","Palaemonetes intermedius","Palaemonetes intermedius",5418.49868232184,633.146024622734,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes"
"55","Apolemia uvaria","Apolemia uvaria",10000,1529.70585407784,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia"
"550","Palaemonetes pugio","Palaemonetes pugio",6099.28903331609,633.146024622734,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes"
"551","Palaemonetes vulgaris","Palaemonetes vulgaris",6099.28903331609,633.146024622734,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Palaemonidae","Palaemonetes"
"552","Pandalus montagui","Pandalus montagui",14822.3504545983,590.080105310309,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Decapoda","Pandalidae","Pandalus"
"553","Paracalanus crassirostris","Paracalanus crassirostris",713.812643742727,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus"
"554","Paracalanus indicus","Paracalanus indicus",713.812643742727,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Paracalanidae","Paracalanus"
"555","Paraceradocus gibber","Paraceradocus gibber",23035.2952918789,11171.4122687261,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Maeridae","Paraceradocus"
"556","Paracyclops fibriatus","Paracyclops fibriatus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"557","Paraeuchaeta antarctica","Paraeuchaeta antarctica",2491.69835524625,2169.95995781476,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Euchaetidae","Paraeuchaeta"
"558","Paragymnodinium shiwhaense","Paragymnodinium shiwhaense",12.4,9.7,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium"
"559","Paragymnodinium shiwhaense","Paragymnodinium shiwhaense",12.4,6.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Paragymnodinium"
"56","Aporocidaris milleri","Aporocidaris milleri",17276.4714689092,21425.7583411894,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Cidaroida","Ctenocidaridae","Aporocidaris"
"560","Paralaophonte brevirostris","Paralaophonte brevirostris",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Harpacticoida","Laophontidae","Paralaophonte"
"561","Paralichthys dentatus","Paralichthys dentatus",77934.562240447,17374.6654719471,"piscivorous","Fish","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys"
"562","Paralichthys oblongus","Paralichthys oblongus",78319.4227918993,8019.02770543186,"piscivorous","Fish","Animalia","Chordata","Teleostei","Pleuronectiformes","Paralichthyidae","Paralichthys"
"563","Paramoera walkeri","Paramoera walkeri",11171.4122687261,14511.3267143912,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Pontogeneiidae","Paramoera"
"564","Paranephrops zealandicus","Paranephrops zealandicus",16838.9030096063,989.747022802256,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"565","parantheopsis ","parantheopsis ",26730.0923514395,12302.7443017902,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Parantheopsis"
"566","Parapleustes bicuspis","Parapleustes bicuspis",2128.2883212486,1708.57836945053,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Parapleustes"
"567","Paratanytarsus penicillatus","Paratanytarsus penicillatus",559.487306459658,604.265312587278,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"568","Parborlasia corrugatus","Parborlasia corrugatus",222916.966138244,17487.1809118047,"walking predacious","Invertebrate","Animalia","Nemertea","Pilidiophora","Heteronemertea","Lineidae","Parborlasia"
"569","Pareledone antarctica","Pareledone antarctica",38118.265020254,31263.7056718709,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone"
"57","Apsectrotanypus trifascipennis","Apsectrotanypus trifascipennis",1293.97793458973,714.222221463145,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"570","Pareledone charcoti","Pareledone charcoti",18471.6251125732,49628.039271952,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Octopoda","Megaleledonidae","Pareledone"
"571","Paroediceros lynceus","Paroediceros lynceus",3457.41469229725,2055.41442862882,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Oedicerotidae","Paroediceros"
"572","Pelagobia longicirrata","Pelagobia longicirrata",1536.68549839116,943.665370360165,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Lopadorrhynchidae","Pelagobia"
"573","Penilia avirostris","Penilia avirostris",678.574977434329,15.8113883008419,"sessile herbivorous","Invertebrate","Animalia","Arthropoda","Branchiopoda","Ctenopoda","Sididae","Penilia"
"574","Pentanymphon antarcticum","Pentanymphon antarcticum",865.951226309605,22032.4673341026,"walking predacious","Invertebrate","Animalia","Arthropoda","Pycnogonida","Pantopoda","Nymphonidae","Pentanymphon"
"575","Peraeospinosus pushkini","Peraeospinosus pushkini",5758.82382296972,22032.4673341026,"walking predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Tanaidacea","Typhlotanaidae","Peraeospinosus"
"576","Periphylla periphylla","Periphylla periphylla",17276.4714689092,5611.09605663569,"Scyphozoa","Jellyfish","Animalia","Cnidaria","Scyphozoa","Coronatae","Periphyllidae","Periphylla"
"577","Perla bipunctata","Perla bipunctata",2181.12402193962,947.360133569288,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"578","Pfiesteria piscicida","Pfiesteria piscicida",13.5,6.1,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Thoracosphaerales","Pfiesteriaceae","Pfiesteria"
"579","Phaenopsectra flavipes","Phaenopsectra flavipes",716.632694491043,604.56940227289,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"58","Archichauliodes diversus","Archichauliodes diversus",1988.2476384566,564.946373438785,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"580","Philine aperta","Philine aperta",441,4.5,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"582","Philine aperta","Philine aperta",317,4.4,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"584","Philine aperta","Philine aperta",392,5.62433996127546,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"586","Philine aperta","Philine aperta",149,3.57130228348147,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"588","Philine aperta","Philine aperta",280,6.5,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"59","Arctocephalus gazella","Arctocephalus gazella",392344.099769132,31164.9996174102,"Zooplankton","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus"
"590","Philine aperta","Philine aperta",255.90232511644,5.44514462617845,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"592","Philine aperta","Philine aperta",214,4.6,"Meroplankton","Invertebrate","Animalia","Mollusca","Gastropoda","Cephalaspidea","Philinidae","Philine"
"594","Phoca vitulina","Phoca vitulina",782829.396769739,6218.23492826382,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Phocidae","Phoca"
"595","Phocarctos hookeri","Phocarctos hookeri",392344.099769132,133967.810402195,"Fish","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Phocarctos"
"596","Phocoena phocoena","Phocoena phocoena",621823.492826381,53333.5459444652,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Phocoenidae","Phocoena"
"597","Phymactis clematis","Phymactis clematis",28333.7710136269,12302.7443017902,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Actiniaria","Actiniidae","Phymactis"
"598","Physeter catodon","Physeter catodon",457439.636138768,114903.641525165,"Squid","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Physeteridae","Physeter"
"599","Planaria torva","Planaria torva",1005.12598604703,1227.30535858271,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"6","Acanthocepola sp.","Acanthocepola sp.",2545.70579339092,140.72847670024,"predacious","Fish","Animalia","Chordata","Teleostei","Eupercaria incertae sedis","Cepolidae","Acanthocepola"
"60","Arctocephalus tropicalis","Arctocephalus tropicalis",392344.099769132,45743.9636138768,"Squid","Mammals","Animalia","Chordata","Mammalia","Carnivora","Otariidae","Arctocephalus"
"600","Plectrocnemia conspersa","Plectrocnemia conspersa",814.629175423,982.426730585668,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"601","Pleuragramma antarcticum","Pleuragramma antarcticum",8612.95094515873,121.380479810693,"predacious","Fish","Animalia","Chordata","Teleostei","Perciformes","Nototheniidae","Pleuragramma"
"602","Pleurobrachia bachei","Pleurobrachia bachei",8000,812.403840463596,"Ctenophora","Jellyfish","Animalia","Ctenophora","Tentaculata","Cydippida","Pleurobrachiidae","Pleurobrachia"
"603","Pleustes panoplus","Pleustes panoplus",2826.79501725216,2128.2883212486,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Pleustidae","Pleustes"
"604","Podon intermedius","Podon intermedius",566.97178060288,14.3178210632764,"sessile herbivorous","Invertebrate","Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Podon"
"605","Podon intermedius","Podon intermedius",482.458061943285,616.480222073676,"swimming predacious","Invertebrate","Animalia","Arthropoda","Branchiopoda","Onychopoda","Podonidae","Podon"
"606","Pollachius pollachius","Pollachius pollachius",242545.583711063,36036.3015628488,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius"
"607","Pollachius virens","Pollachius virens",167103.982041622,42374.725947288,"piscivorous","Fish","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius"
"608","Polycelis tenuis","Polycelis tenuis",1367.12912036726,864.600103105361,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"609","Polycentropus flavomaculatus","Polycentropus flavomaculatus",1183.06742521557,880.437208266302,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"61","Argyroneta aquatica","Argyroneta aquatica",8040.74889125853,6354.47510824412,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"610","Polyeunoa laevis","Polyeunoa laevis",30598.3174194587,10802.2718965565,"walking predacious","Invertebrate","Animalia","Annelida","Polychaeta","Phyllodocida","Polynoidae","Polyeunoa"
"611","Polykrikos kofoidii","Polykrikos kofoidii",43.5,37.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Polykrikaceae","Polykrikos"
"612","Polykrikos kofoidii","Polykrikos kofoidii",43.5,34,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Gymnodiniales","Polykrikaceae","Polykrikos"
"613","Polypedilum convictum","Polypedilum convictum",609.649112092676,604.56940227289,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"614","Polypedilum nubeculosum","Polypedilum nubeculosum",461.902549929186,604.56940227289,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"615","Polypedilum pedestre","Polypedilum pedestre",927.309025675402,639.220719448092,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"616","Polyphemus pediculus","Polyphemus pediculus",2347.09147195811,160.874035846574,"swimming predacious","Invertebrate","Animalia","Arthropoda","Branchiopoda","Onychopoda","Polyphemidae","Polyphemus"
"617","Polyplectropus puerilis","Polyplectropus puerilis",829.159156806342,592.002738179614,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"618","Pomatomus saltatrix","Pomatomus saltatrix",84331.6968588624,16038.0554108637,"piscivorous","Fish","Animalia","Chordata","Teleostei","Scombriformes","Pomatomidae","Pomatomus"
"619","Pontella meadi","Pontella meadi",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Pontella"
"62","Aspitrigla cuculus","Aspitrigla cuculus",68575.2628421097,11162.0949897841,"piscivorous","Fish","Animalia","Chordata","Teleostei","Perciformes","Triglidae","Aspitrigla"
"620","Pontella pennata","Pontella pennata",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Pontellidae","Pontella"
"621","Pontiothauma ergata","Pontiothauma ergata",10963.5236086462,22291.6966138244,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Raphitomidae","Pontiothauma"
"622","Pontoporia blainvillei","Pontoporia blainvillei",3633572.18667025,53333.5459444652,"Fish","Mammals","Animalia","Chordata","Mammalia","Cetartiodactyla","Pontoporiidae","Pontoporia"
"623","Porania antarctica","Porania antarctica",5185.3102442204,943.665370360165,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Poraniidae","Porania"
"624","Porania antarctica glabra","Porania antarctica glabra",8486.27534357644,943.665370360165,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"625","Potamophylax cingulatus","Potamophylax cingulatus",886.578398790106,462.498553880529,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"626","Potthastia longimana","Potthastia longimana",407.381728533937,570.260822144995,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"627","Primno macropa","Primno macropa",7710.2928416282,1637.73289129262,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Phrosinidae","Primno"
"628","Primnoisis antarctica","Primnoisis antarctica",14202.4808461499,1588.81582727107,"sessile predacious","Invertebrate","Animalia","Cnidaria","Anthozoa","Scleralcyonacea","Mopseidae","Primnoisis"
"629","Probuccinum tenuistriatum","Probuccinum tenuistriatum",971.436025202113,22291.6966138244,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Neogastropoda","Prosiphonidae","Probuccinum"
"63","Asterias forbesi","Asterias forbesi",12118.7360663033,3707.67397554414,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias"
"630","Procladius sagittalis","Procladius sagittalis",4383.42239767513,2541.94769324182,"swimming predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"631","Prorocentrum donghaiense","Prorocentrum donghaiense",13.2,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum"
"632","Prorocentrum micans","Prorocentrum micans",26.6,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum"
"633","Prorocentrum minimum","Prorocentrum minimum",12.1,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum"
"634","Prorocentrum triestinum","Prorocentrum triestinum",12.6,5.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum"
"635","Protoperidinium bipes","Protoperidinium bipes",7.8,5.9,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"636","Protoperidinium conicum","Protoperidinium conicum",45.7,35.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"637","Protoperidinium crassipes","Protoperidinium crassipes",73,36.6,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"638","Protoperidinium depressum","Protoperidinium depressum",81,35.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"639","Protoperidinium divergens","Protoperidinium divergens",61,38.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"64","Asterias rubens","Asterias rubens",17930.117302699,3538.6371065203,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Forcipulatida","Asteriidae","Asterias"
"640","Protoperidinium excentricum","Protoperidinium excentricum",35.8,35.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"641","Protoperidinium hirobis","Protoperidinium hirobis",8.7,19.7,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"642","Protoperidinium huberi","Protoperidinium huberi",26.5,26.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"643","Protoperidinium pallidum","Protoperidinium pallidum",46.6,35.2,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"644","Protoperidinium pellucidum","Protoperidinium pellucidum",36.1,26.5,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"645","Protoperidinium spiniferum","Protoperidinium spiniferum",45,19.7,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"646","Protoperidinium steinii","Protoperidinium steinii",25.8,15,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"647","Protoperidinium vorax","Protoperidinium vorax",21,4,"Dinoflagellates","Plankton","Chromista","Myzozoa","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium"
"648","Psammechinus miliaris","Psammechinus miliaris",10666.69470961,4041.92132186846,"walking predacious","Invertebrate","Animalia","Echinodermata","Echinoidea","Camarodonta","Parechinidae","Psammechinus"
"649","Pseudocalanus minutus","Pseudocalanus minutus",414,14.4,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Clausocalanidae","Pseudocalanus"
"65","Asterina gibbosa","Asterina gibbosa",6566.17563774121,6380.38318802171,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Valvatida","Asterinidae","Asterina"
"650","Pseudodiaptomus coronatus","Pseudodiaptomus coronatus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Pseudodiaptomidae","Pseudodiaptomus"
"651","Pseudosagitta maxima","Pseudosagitta maxima",8743.59045590235,2203.24673341026,"swimming predacious","Invertebrate","Animalia","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Pseudosagitta"
"652","Psilaster charcoti","Psilaster charcoti",30598.3174194587,71326.6225010711,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Paxillosida","Astropectinidae","Psilaster"
"653","Psilochorema bidens","Psilochorema bidens",590.972814848877,590.972814848877,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"654","Psychroteuthis glacialis","Psychroteuthis glacialis",113718.38961718,21966.6983836133,"swimming predacious","Invertebrate","Animalia","Mollusca","Cephalopoda","Oegopsida","Psychroteuthidae","Psychroteuthis"
"655","Pteraster affinis aculeatus","Pteraster affinis aculeatus",8396.93949494473,3221.16626507557,"walking predacious","Invertebrate","Animalia","Echinodermata","Asteroidea","Velatida","Pterasteridae","Pteraster"
"656","Puncturella conica","Puncturella conica",1280.75095273809,16377.3289129262,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Puncturella"
"657","Puncturella noachina","Puncturella noachina",2418.00575543522,7188.86594376053,"walking predacious","Invertebrate","Animalia","Mollusca","Gastropoda","Lepetellida","Fissurellidae","Puncturella"
"658","Raja clavata","Raja clavata",181234.725997958,34933.197700053,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"659","Raja erinacea","Raja erinacea",98189.4145777848,8553.62955246065,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"66","Astrochlamys bruneus","Astrochlamys bruneus",14511.3267143912,1588.81582727107,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Astrochlamys"
"660","Raja montagui","Raja montagui",174047.699421024,23227.8023723182,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"661","Raja naevus","Raja naevus",210704.29393013,19867.1156065942,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"662","Raja ocellata","Raja ocellata",201354.914069448,31541.3042039172,"piscivorous","Fish","Animalia","Chordata","Elasmobranchii","Rajiformes","Rajidae","Raja"
"663","Rhachotropis antarctica","Rhachotropis antarctica",7005.26594964442,10802.2718965565,"swimming predacious","Invertebrate","Animalia","Arthropoda","Malacostraca","Amphipoda","Eusiridae","Rhachotropis"
"664","Rhincalanus gigas","Rhincalanus gigas",3367.78060192126,2190.0533228654,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Rhincalanidae","Rhincalanus"
"665","Rhincalanus nasutus","Rhincalanus nasutus",424.667067731039,424.667067731039,"swimming predacious","Invertebrate","Animalia","Arthropoda","Copepoda","Calanoida","Rhincalanidae","Rhincalanus"
"666","Rhizophysa eysenhardti","Rhizophysa eysenhardti",2500,6708.20393249937,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Rhizophysidae","Rhizophysa"
"667","Rhizoprionodon terraenovae","Rhizoprionodon terraenovae",104039.572783347,29594.0504205146,"predacious","Fish","Animalia","Chordata","Elasmobranchii","Carcharhiniformes","Carcharhinidae","Rhizoprionodon"
"668","Rhodalia miranda","Rhodalia miranda",6592.20765050887,1588.81582727107,"Siphonophorae","Jellyfish","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Rhodaliidae","Rhodalia"
"669","Rhopilema verrilli","Rhopilema verrilli",21897.2177014275,689.84497523783,"Scyphozoa","Jellyfish","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema"
"67","Astrotoma agassizii","Astrotoma agassizii",20017.8250518496,10963.5236086462,"walking predacious","Invertebrate","Animalia","Echinodermata","Ophiuroidea","Euryalida","Gorgonocephalidae","Astrotoma"
"670","Rhyacophila dorsalis","Rhyacophila dorsalis",2331.10008665089,741.697178825888,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
"671","Rhyacophila fasciata","Rhyacophila fasciata",1073.13193271366,918.825083440657,"walking predacious","Invertebrate","NA","NA","NA","NA","NA","NA"
